Enrollment Number,Day,Shift,Course,Slot,LHC NO.,Seat-Number
2022PY24494,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,H1
2022PY24495,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,L41
2022PY24496,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,H1
2022PY24497,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,B17
2022PY24498,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,D21
2022PY24499,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,D5
2022PY24500,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,I37
2022PY24501,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,I5
2022PY24502,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh621,A3
2022PY24503,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,C1
2022PY24504,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,I37
2022PY24505,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,H13
2022PY24506,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,L33
2022PY24507,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,D25
2022PY24508,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,K33
2022PY24509,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,J37
2022PY24510,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,H9
2022PY24511,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,D17
2022PY24512,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,L29
2022PY24513,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,C9
2022PY24514,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,F29
2022PY24515,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,F13
2022PY24516,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,C5
2022PY24517,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,J17
2022PY24518,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,I17
2022PY24519,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,J41
2022PY24520,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,I13
2022PY24521,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,G33
2022PY24522,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,C9
2022PY24523,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,C1
2022PY24524,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,C33
2022PY24525,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,H9
2022PY24526,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,D1
2022PY24527,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,F33
2022PY24528,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,J25
2022PY24529,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,C1
2022PY24530,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,C13
2022PY24531,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,K37
2022PY24532,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,I49
2022PY24533,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,G21
2022PY24534,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,I9
2022PY24535,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,I33
2022PY24536,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,F5
2022PY24537,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,A25
2022PY24538,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,D9
2022PY24539,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,G33
2022PY24540,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,B21
2022PY24541,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,G13
2022PY24542,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,H33
2022PY24543,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,H37
2022PY24544,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,K53
2022PY24545,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,B29
2022PY24546,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,L25
2022PY24547,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh621,B3
2022PY24548,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,G21
2022PY24549,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,H1
2022PY24550,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,H5
2022PY24551,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,B1
2022PY24552,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,I13
2022PY24553,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,F29
2022PY24554,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,E29
2022PY24555,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,C37
2022PY24556,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,D29
2022PY24557,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,I33
2022PY24558,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,L5
2022PY24559,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,J9
2022PY24560,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,G9
2022PY24561,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,G41
2022PY24562,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,E5
2022PY24563,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,I29
2022PY24564,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,D13
2022PY24565,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,I21
2022PY24566,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,A33
2022PY24567,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,E1
2022PY24568,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,G37
2022PY24569,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,A5
2022PY24570,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,K25
2022PY24571,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,E1
2022PY24572,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,I1
2022PY24573,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,F25
2022PY24574,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,G9
2022PY24575,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,C17
2022PY24576,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,L37
2022PY24577,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,C25
2022PY24578,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,C9
2022PY24579,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,C9
2022PY24580,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,I25
2022PY24581,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,H13
2022PY24582,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,C5
2022PY24583,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,H33
2022PY24584,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,G5
2022PY24585,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,G29
2022PY24586,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,E13
2022PY24587,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,I17
2022PY24588,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,J13
2022PY24589,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,I9
2022PY24590,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,F33
2022PY24591,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,J49
2022PY24592,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,G17
2022PY24593,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,B1
2022PY24594,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,H29
2022PY24595,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,D5
2022PY24596,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,E9
2022PY24597,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,B1
2022PY24598,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,J17
2022PY24599,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,B13
2022PY24600,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,H13
2022PY24601,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,L1
2022PY24602,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,L17
2022PY24603,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,D21
2022PY24604,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,I13
2022PY24605,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,L9
2022PY24606,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,A1
2022PY24607,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,G1
2022PY24608,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,H5
2022PY24609,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,J33
2022PY24610,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,D13
2022PY24611,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,I9
2022PY24612,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,A5
2022PY24613,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,J29
2022PY24614,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,H25
2022PY24615,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,I41
2022PY24616,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,G1
2022PY24617,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,E13
2022PY24618,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,A21
2022PY24619,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,J13
2022PY24620,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,I9
2022PY24621,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,I17
2022PY24622,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,E25
2022PY24623,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,H13
2022PY24624,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,F25
2022PY24625,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,A1
2022PY24626,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,A1
2022PY24627,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,D9
2022PY24628,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,H1
2022PY24629,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,I13
2022PY24630,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,J17
2022PY24631,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,K1
2022PY24632,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,J13
2022PY24633,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,F25
2022PY24634,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,F9
2022PY24635,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,H9
2022PY24636,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,G21
2022PY24637,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,C5
2022PY24638,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,F33
2022PY24639,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,B9
2022PY24640,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,I5
2022PY24641,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,I1
2022PY24642,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,A1
2022PY24643,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,A13
2022PY24644,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,K33
2022PY24645,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,C21
2022PY24646,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,J25
2022PY24647,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,B1
2022PY24648,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,E1
2022PY24649,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,J9
2022PY24650,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,A5
2022PY24651,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,I1
2022PY24652,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,G5
2022PY24653,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,J5
2022PY24654,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,C29
2022PY24655,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,A17
2022PY24656,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,J45
2022PY24657,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,C5
2022PY24658,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,J1
2022PY24659,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,E33
2022PY24660,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,D13
2022PY24661,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,A13
2022PY24662,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,G5
2022PY24663,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,J5
2022PY24664,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,I21
2022PY24665,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,F17
2022PY24666,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,A33
2022PY24667,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,J33
2022PY24668,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,F13
2022PY24669,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,H1
2022PY24670,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,H21
2022PY24671,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,F9
2022PY24672,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,D29
2022PY24673,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,I5
2022PY24674,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,F9
2022PY24675,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,G37
2022PY24676,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,D1
2022PY24677,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,F13
2022PY24678,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,K5
2022PY24679,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,F1
2022PY24680,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,J33
2022PY24681,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,B9
2022PY24682,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,G45
2022PY24683,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,A13
2022PY24684,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,H25
2022PY24685,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,J29
2022PY24686,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,I5
2022PY24687,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,A17
2022PY24688,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,B13
2022PY24689,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,B5
2022PY24690,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,J1
2022PY24691,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,J13
2022PY24692,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,E25
2022PY24693,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,K17
2022PY24694,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,J29
2022PY24695,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,G25
2022PY24696,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,F5
2022PY24697,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,E1
2022PY24698,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,G9
2022PY24699,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,I1
2022PY24700,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,G13
2022PY24701,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,J1
2022PY24702,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,A17
2022PY24703,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,C29
2022PY24704,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,F1
2022PY24705,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,A9
2022PY24706,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,F33
2022PY24707,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,E17
2022PY24708,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,B33
2022PY24709,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,I21
2022PY24710,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,H1
2022PY24711,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,I37
2022PY24712,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,B5
2022PY24713,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,B21
2022PY24714,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,C25
2022PY24715,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,C5
2022PY24716,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,K1
2022PY24717,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,K45
2022PY24718,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,F17
2022PY24719,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,D1
2022PY24720,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,J25
2022PY24721,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,E1
2022PY24722,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,I29
2022PY24723,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,D9
2022PY24724,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,B25
2022PY24725,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,C1
2022PY24726,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,F1
2022PY24727,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,F29
2022PY24728,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,F17
2022PY24729,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,I37
2022PY24730,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,L21
2022PY24731,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,J25
2022PY24732,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,K5
2022PY24733,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,G9
2022PY24734,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,I9
2022PY24735,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,E5
2022PY24736,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,F5
2022PY24737,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,C9
2022PY24738,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,J5
2022PY24739,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,I17
2022PY24740,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,C13
2022PY24741,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,C1
2022PY24742,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,G17
2022PY24743,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,B17
2022PY24744,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,E25
2022PY24745,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,J9
2022PY24746,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,K29
2022PY24747,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,D9
2022PY24748,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,I1
2022PY24749,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,A1
2022PY24750,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,E1
2022PY24751,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,D17
2022PY24752,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,F17
2022PY24753,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,D25
2022PY24754,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,J21
2022PY24755,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,G21
2022PY24756,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,I21
2022PY24757,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,A17
2022PY24758,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,I25
2022PY24759,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,A5
2022PY24760,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,C13
2022PY24761,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,G25
2022PY24762,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,E5
2022PY24763,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,K21
2022PY24764,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,E25
2022PY24765,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,H29
2022PY24766,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,J9
2022PY24767,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,J9
2022PY24768,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,B37
2022PY24769,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,E13
2022PY24770,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,F17
2022PY24771,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,G33
2022PY24772,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,J21
2022PY24773,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh621,B7
2022PY24774,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,D17
2022PY24775,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,B13
2022PY24776,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,B25
2022PY24777,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,J37
2022PY24778,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,C1
2022PY24779,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,E21
2022PY24780,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,I33
2022PY24781,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,F9
2022PY24782,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,H25
2022PY24783,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,F17
2022PY24784,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,D1
2022PY24785,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,K29
2022PY24786,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,A13
2022PY24787,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,D9
2022PY24788,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,I1
2022PY24789,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,J9
2022PY24790,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,B25
2022PY24791,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,H9
2022PY24792,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,J17
2022PY24793,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,J37
2022PY24794,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,A25
2022PY24795,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,A21
2022PY24796,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,B1
2022PY24797,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,I45
2022PY24798,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,H13
2022PY24799,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,J9
2022PY24800,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,D5
2022PY24801,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,F9
2022PY24802,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,E13
2022PY24803,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,H21
2022PY24804,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,G5
2022PY24805,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,F25
2022PY24806,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,E21
2022PY24807,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,E29
2022PY24808,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,C29
2022PY24809,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,C25
2022PY24810,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,D37
2022PY24811,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,G5
2022PY24812,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,A5
2022PY24813,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,E17
2022PY24814,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,C13
2022PY24815,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,G25
2022PY24816,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,H41
2022PY24817,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh527,F13
2022PY24818,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,J37
2022PY24819,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,F21
2022PY24820,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,F1
2022PY24821,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh108,B13
2022PY24822,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,I5
2022PY24823,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,D5
2022PY24824,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh510,G5
2022PY24825,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,A37
2022PY24826,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,G1
2022PY24827,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,E29
2022PY24828,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh121,F17
2022PY24829,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh114,I29
2022PY24830,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh325,G49
2022PY24831,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,G9
2022PY24832,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh526,E17
2022PY24833,Day 1,1:00PM-3:00PM,PYL101,D1S3,lh111,H29
